Index, Altitude, kalmanAltitude, kalmanVelocity, kalmanAcceleration, ax, ay, az, islaunch, isApogee1, isApogee2, isApogee3
1131,1563.8,1561.96,-1.85,-0.78,0.97,1.69,-10.89,1,0,0,1
1132,1563.7,1561.94,-1.86,-0.78,-2.41,3.64,-9.27,1,0,0,1
1133,1563.9,1561.95,-1.85,-0.78,-1.05,1.85,-9.47,1,0,0,1
1134,1563.8,1561.94,-1.86,-0.78,0.51,-0.1,-10.83,1,0,0,1
1135,1564.28,1561.98,-1.83,-0.77,-0.62,-0.58,-10.96,1,0,0,1
1136,1564.38,1562.03,-1.8,-0.76,-1.24,3.04,-10.47,1,0,0,1
1137,1564.18,1562.06,-1.78,-0.76,-3.3,1.58,-9.18,1,0,0,1
1138,1563.99,1562.07,-1.77,-0.75,-0.76,-0.12,-9.71,1,0,0,1
1139,1564.47,1562.13,-1.74,-0.75,-0.37,0.54,-10.58,1,0,0,1
1140,1564.38,1562.18,-1.71,-0.74,-0.25,2.59,-9.72,1,0,0,1
1141,1564.18,1562.2,-1.7,-0.74,-1.55,0.74,-10.12,1,0,0,1
1142,1564.28,1562.23,-1.68,-0.73,-0.81,2.61,-9.68,1,0,0,1
1143,1564.09,1562.23,-1.68,-0.73,0.5,1.12,-10.61,1,0,0,1
1144,1563.7,1562.2,-1.71,-0.74,-0.88,2.29,-9.9,1,0,0,1
1145,1563.32,1562.12,-1.75,-0.75,-0.37,2.42,-10.21,1,0,0,1
1146,1563.8,1562.1,-1.77,-0.76,-1.63,1.79,-10.14,1,0,0,1
1147,1563.7,1562.07,-1.78,-0.76,-0.19,1.86,-10.12,1,0,0,1
1148,1563.99,1562.07,-1.78,-0.76,-0.55,1.46,-10.22,1,0,0,1
1149,1564.09,1562.09,-1.77,-0.76,-1.53,2,-9.87,1,0,0,1
1150,1563.8,1562.07,-1.78,-0.76,-0.77,1.89,-10.23,1,0,0,1
1151,1564.09,1562.09,-1.77,-0.76,-1.23,2.69,-9.91,1,0,0,1
1152,1563.61,1562.05,-1.79,-0.76,-1.45,2.39,-9.79,1,0,0,1
1153,1563.7,1562.03,-1.8,-0.76,-1.98,2.83,-9.64,1,0,0,1
1154,1562.94,1561.92,-1.87,-0.78,-1.08,1.55,-10.36,1,0,0,1
1155,1563.03,1561.82,-1.92,-0.8,-0.45,1.27,-10.51,1,0,0,1
1156,1564.09,1561.86,-1.89,-0.78,-3.43,2.61,-8.86,1,0,0,1
1157,1563.9,1561.87,-1.87,-0.78,-0.47,3.59,-9.46,1,0,0,1
1158,1563.22,1561.8,-1.91,-0.79,0.22,1.22,-10.01,1,0,0,1
1159,1563.42,1561.75,-1.94,-0.8,0.88,0.43,-11.75,1,0,0,1
1160,1563.51,1561.73,-1.94,-0.79,-2.7,3.12,-9.13,1,0,0,1
1161,1563.9,1561.75,-1.92,-0.79,-0.11,2.23,-9.43,1,0,0,1
1162,1563.8,1561.76,-1.91,-0.78,-0.23,2.86,-10.02,1,0,0,1
1163,1563.32,1561.72,-1.93,-0.79,-0.84,1.81,-9.84,1,0,0,1
1164,1563.32,1561.67,-1.94,-0.79,0.3,1.8,-10.04,1,0,0,1
1165,1563.9,1561.69,-1.93,-0.78,-0.84,1.23,-10.51,1,0,0,1
1166,1563.7,1561.7,-1.92,-0.78,-1.71,2.6,-9.79,1,0,0,1
